"【牛】" -> "【Cow】"
"モ～！" -> "Mo"
"【ボニー】" -> "【Bonnie】"
"これをゲットしたぞ！" -> "I got this!"
"【ボニー】" -> "【Bonnie】"
"これをゲットしたぞ！" -> "I got this!"
"【ボニー】" -> "【Bonnie】"
"これをゲットしたぞ！" -> "I got this!"
"【ボニー】" -> "【Bonnie】"
"これをゲットしたぞ！" -> "I got this!"
"【ボニー】" -> "【Bonnie】"
"おさかな海賊団、行くぞっ！" -> "Oishikanishirizu, go ahead!"
"……行くんだよな？" -> "... ... Are you going?"
"メニュー" -> "menu"
"【ライム】" -> "【lime】"
"おかしら～！　よ～そろ～！" -> "Funny ~! Good night!"
"【ボニー】" -> "【Bonnie】"
"うむ、ライムはいつも気合いが入っているな！" -> "Well, Lime is always fighting!"
"感心、感心！" -> "Impression, admiration!"
"【ライム】" -> "【lime】"
"わ～い！" -> "I"
"【ボニー】" -> "【Bonnie】"
"他の団員も、もっとあたしに敬意を払うべきだぞ。" -> "Other members should pay more respect to me."
"特に、あのガミガミ副団長が……" -> "Especially, that deputy deputy general manager ... ..."
"【アシェル】" -> "[Asher]"
"お嬢……ガミガミ副団長って誰の事です？" -> "Lady ... Who is threatening victim?"
"【ボニー】" -> "【Bonnie】"
"わぁっ！　逃げろ～！" -> "Wow! Run away!"
"【ライム】" -> "【lime】"
"にげろ～！" -> "Give it!"
"【アシェル】" -> "[Asher]"
"やれやれ、まったく……" -> "Whew, absolutely ..."
"メニュー" -> "menu"
"【ロリッタ】" -> "【Lolita】"
"おかしら！　よーそろー！" -> "Funny! Good morning!"
"【ボニー】" -> "【Bonnie】"
"うむ、おつとめご苦労！" -> "Well, tough to work hard!"
"ところで、おやつの時間はまだか？" -> "By the way, have you had some snack time yet?"
"【ロリッタ】" -> "【Lolita】"
"アシェルの姉御から伝言ね。" -> "A message from her sister Asher."
"「またつまみ食いしたから、おやつは抜き」だってさ。" -> "\"Because I ate again, snacks are pulled out.\""
"【ボニー】" -> "【Bonnie】"
"うう～！" -> "Wow ~!"
"メニュー" -> "menu"
"【アシェル】" -> "[Asher]"
"お嬢……また、非常食を盗み食いしたでしょう？" -> "Miss ... ... Also, did you steal your emergency food?"
"【ボニー】" -> "【Bonnie】"
"あたしは知らん。" -> "I do not know."
"ネズミの仕業ではないか……？" -> "Is not it a mouse's work?"
"【ラティ】" -> "【Latie】"
"あたしじゃないよー！" -> "I am not!"
"【アシェル】" -> "[Asher]"
"そういうわけでお嬢、今日のおやつは抜きです。" -> "That's why she's a lady today's snack."
"【ボニー】" -> "【Bonnie】"
"ううー！！" -> "Wow! !"
"メニュー" -> "menu"
"【たつこ】" -> "【Tatsuko】"
"おさかな海賊団団長ボニー、逮捕するのです！" -> "Bunny, the fish pirate group, arrests!"
"【ボニー】" -> "【Bonnie】"
"ここでは、我々は仲間ではないか……" -> "Here, we are not companions ......"
"見逃してはくれんか？" -> "Can not you miss it?"
"【たつこ】" -> "【Tatsuko】"
"海兵には鉄の規律があるのです！" -> "Marine has iron discipline!"
"手配犯を見逃す事はできないのです！" -> "You can not miss a murderer!"
"【ボニー】" -> "【Bonnie】"
"ほれ、めざしをやろう。" -> "Well, let's do aiming."
"【たつこ】" -> "【Tatsuko】"
"我々は仲間なのです！" -> "We are friends!"
"組織を超えた絆で結ばれているのです！" -> "It is bound by a bond that goes beyond the organization!"
"メニュー" -> "menu"
"【リヴィア】" -> "【Revere】"
"おさかな海賊団団長、ボニーか……" -> "Oishika pirate team head, Bonnie ......"
"【ボニー】" -> "【Bonnie】"
"ぬおっ、海軍大将リヴァイアサン！" -> "Nuwa, General Navy Leviathan!"
"まさか、あたしをここで逮捕しようというのか！？" -> "No way, would you arrest me here! What?"
"【リヴィア】" -> "【Revere】"
"我々が直面している世界的危機に比べれば、お前など小物。" -> "Compared to the global crisis we face, you are accessories such as you."
"少なくとも私達がルカの元にいる間は、見なかった事にしてやる。" -> "While at least we are in Luke, we will do what we have not seen."
"【ボニー】" -> "【Bonnie】"
"見逃してくれるのは嬉しいが……" -> "It's nice to miss it ...."
"小物と言われると、悔しいな……" -> "It is frustrating when it is said to be a small item ......"
"メニュー" -> "menu"
"【ボニー】" -> "【Bonnie】"
"伝説の海賊女王ロザ！" -> "The Legendary Pirate Queen Rosa!"
"あなたは、我が祖先にして憧れです！" -> "You are longing for my ancestor!"
"【ロザ】" -> "【Rosa】"
"悪いけど……" -> "I'm sorry, but ..."
"生きていた頃の事は、細かくは覚えていないの。" -> "I do not remember details of when I was alive."
"【ボニー】" -> "【Bonnie】"
"わくわく、どきどき……" -> "Exciting, throbbing ... ..."
"【ロザ】" -> "【Rosa】"
"キラキラした目で見られても……" -> "Even if it is seen with glittering eyes ......"
"困るわね……" -> "I'm in trouble ..."
"メニュー" -> "menu"
"【ボニー】" -> "【Bonnie】"
"おお、偉大なるキャプテン・セレーネ！" -> "Oh, the great Captain Selene!"
"団長としての心掛けを教えてもらいたいです！" -> "I'd like to teach my heartfelt as headmaster!"
"【セレーネ】" -> "【Selene】"
"大切なのは……余裕と空元気ね。" -> "What is important is ... I can afford it and I am empty."
"【ボニー】" -> "【Bonnie】"
"余裕と空元気……！？" -> "Spare time and sky ... ...! What?"
"どちらも得意技だけど、そんなんでいいのですか？" -> "Both are good skills, but are you okay with that?"
"【セレーネ】" -> "【Selene】"
"武力も知恵も、あるに越した事はないけど……" -> "Armor and wisdom have never been better, but ..."
"それがなくても、立派に団長を務めた者はいくらでもいるわ。" -> "Even though it is not there, there are as many people who served as headmasterfully."
"【セレーネ】" -> "【Selene】"
"でも、上に立つ者は余裕の態度が絶対に必要よ。" -> "But those who stand on need absolutely necessary attitudes."
"これ無しには下はついて来ないわ。" -> "Without this we will not follow."
"【ボニー】" -> "【Bonnie】"
"なるほど……勉強になりました！" -> "I see ... ... I'm learning!"
"メニュー" -> "menu"
"メニュー" -> "menu"
"【ボニー】" -> "【Bonnie】"
"それは、まだだ……" -> "That's it, yet ..."
"【ボニー】" -> "【Bonnie】"
"それは、まだだ……" -> "That's it, yet ..."
"【アシェル】" -> "[Asher]"
"ほら、今日の成果だよ！" -> "Here, it is the result of today!"
"【アシェル】" -> "[Asher]"
"ほら、今日の成果だよ！" -> "Here, it is the result of today!"
"【アシェル】" -> "[Asher]"
"ほら、今日の成果だよ！" -> "Here, it is the result of today!"
"【アシェル】" -> "[Asher]"
"ほら、今日の成果だよ！" -> "Here, it is the result of today!"
"【アシェル】" -> "[Asher]"
"稼ぎに行くかい？" -> "Are you going to make money?"
"皿洗いも済んだ事だし、連れて行ってくれよ。" -> "I wash dishes and take me along."
"メニュー" -> "menu"
"【ミンク】" -> "【mink】"
"アシェルの姉御、調子はどうでっか？" -> "Ashell's older sister, how are you doing?"
"【アシェル】" -> "[Asher]"
"絶好調さ、おさかな号も大活躍だよ。" -> "Great condition, the fish issue is also a big success."
"いつもの取引に、カンヅメ150食分も追加しといてくれ。" -> "For usual transactions, add 150 cups of casserole."
"【ミンク】" -> "【mink】"
"毎度あり～！" -> "Every time ~!"
"おさかな団さんが景気いいと、うちまで景気良くなりますわ。" -> "If Okana-kun is a good economy, it will improve the economy until now."
"【アシェル】" -> "[Asher]"
"あと、砲弾60発と……団長用の浮き輪も頼むよ。" -> "Also, we will ask 60 huge munitions and a floating wheel for the head coach."
"【ミンク】" -> "【mink】"
"ボニー団長、まだ泳げるようにならんのでっか……" -> "Mr. Bonnie, I should still be able to swim ... ..."
"こりゃ、浮き輪も定例の納入品になるな。" -> "Well, floating rings will not be delivered regularly."
"メニュー" -> "menu"
"【ロリッタ】" -> "【Lolita】"
"アシェルの姉御！" -> "Ashell's older sisters!"
"航海長が呼んでたよ！" -> "The voyage chief was calling!"
"【アシェル】" -> "[Asher]"
"ん……分かった、後で行くよ。" -> "I know ... I will go on later."
"【ロリッタ】" -> "【Lolita】"
"あと、操舵手と砲術長と作戦長と料理長と団長が呼んでたよ！" -> "Also, the steering hand, the artillery chief, the operation chief, the chefs and the headmaster were calling!"
"【アシェル】" -> "[Asher]"
"まったく、忙しいね……" -> "I am totally busy ..."
"体がいくつあっても、足りやしないよ。" -> "No matter how many bodies there are, I do not mind."
"メニュー" -> "menu"
"【アシェル】" -> "[Asher]"
"お嬢……また、非常食を盗み食いしたでしょう？" -> "Miss ... ... Also, did you steal your emergency food?"
"【ボニー】" -> "【Bonnie】"
"あたしは知らん。" -> "I do not know."
"ネズミの仕業ではないか……？" -> "Is not it a mouse's work?"
"【ラティ】" -> "【Latie】"
"あたしじゃないよー！" -> "I am not!"
"【アシェル】" -> "[Asher]"
"そういうわけでお嬢、今日のおやつは抜きです。" -> "That's why she's a lady today's snack."
"【ボニー】" -> "【Bonnie】"
"ううー！！" -> "Wow! !"
"メニュー" -> "menu"
"【アシェル】" -> "[Asher]"
"海賊女王ロザ……" -> "Pirate Queen Rosa ......"
"こうしてお会いできて、光栄です。" -> "I am honored to see you so."
"【ロザ】" -> "【Rosa】"
"生きていた頃の事は、あまり覚えていないわ……" -> "I do not remember much when I was alive ......"
"あなたの主は、私の末裔なのよね？" -> "Your Lord is my descendant, is not it?"
"【アシェル】" -> "[Asher]"
"そういう血筋という話ですが……" -> "It's such a story ... ..."
"事実かどうかは、ちょっと何とも。" -> "Whether it is a fact or not, for a moment."
"【ロザ】" -> "【Rosa】"
"まあ、血縁が重要なわけではないわ……" -> "Well, blood relations are not important ..."
"あなたも分かっているでしょう。" -> "I know you too."
"メニュー" -> "menu"
"【アシェル】" -> "[Asher]"
"あなたが、伝説のキャプテン・セレーネ……" -> "You are the legendary Captain Selene ......"
"どうか、海賊女王を育てる秘訣を教えてもらえませんか？" -> "Would you please tell me the secret to raising the Queen of Pirates?"
"【セレーネ】" -> "【Selene】"
"そんな秘訣は、多分ないわね……" -> "I do not think that secret ... ..."
"資質と努力、そして当人の自覚次第よ。" -> "Quality and effort, and our own awareness."
"【アシェル】" -> "[Asher]"
"そうですか……" -> "Is that so……"
"【セレーネ】" -> "【Selene】"
"面白みのない答えで、ごめんなさいね。" -> "I am sorry for the unfun answer."
"でも、ボニーちゃんは確かに資質があるわよ。" -> "But Bonnie has certain qualities."
"【アシェル】" -> "[Asher]"
"後は努力と自覚ですか……" -> "Afterwards is an effort and conscious ......"
"やれやれ、道のりは長そうですね。" -> "Okay, the road seems long."
"メニュー" -> "menu"
"メニュー" -> "menu"
"【アシェル】" -> "[Asher]"
"そういうのは、また今度さ。" -> "That's it for next time."
"【アシェル】" -> "[Asher]"
"そういうのは、また今度さ。" -> "That's it for next time."
"【たつこ】" -> "【Tatsuko】"
"砂浜で拾ったのです！" -> "I picked it up on a sandy beach!"
"【たつこ】" -> "【Tatsuko】"
"砂浜で拾ったのです！" -> "I picked it up on a sandy beach!"
"【たつこ】" -> "【Tatsuko】"
"砂浜で拾ったのです！" -> "I picked it up on a sandy beach!"
"【たつこ】" -> "【Tatsuko】"
"砂浜で拾ったのです！" -> "I picked it up on a sandy beach!"
"【たつこ】" -> "【Tatsuko】"
"出動ですか？　がんばるのです！" -> "Are you acting? I am doing my best!"
"メニュー" -> "menu"
"【パピ】" -> "【Papi】"
"お前は、ちっちゃな海のドラゴンなのだな！" -> "You are a small sea dragon!"
"あたしは、ちっちゃな陸のドラゴンなのだ！" -> "I am a little land dragon!"
"【たつこ】" -> "【Tatsuko】"
"ドラゴン同士、契りを結ぶのです！" -> "Dragons are tying each other!"
"一緒に、海軍で賊と戦いませんか？" -> "Together, will not you fight a pirate in the navy?"
"【パピ】" -> "【Papi】"
"賊って……山賊も、賊に入るのか？" -> "Suffering ...... Do bandits also enter the pirates?"
"【たつこ】" -> "【Tatsuko】"
"もちろんです！" -> "of course!"
"【パピ】" -> "【Papi】"
"むむっ、陸と海は相容れんのだぞ……" -> "Mu-mo, the land and the sea are not compatible ... ..."
"メニュー" -> "menu"
"【たつこ】" -> "【Tatsuko】"
"おさかな海賊団団長ボニー、逮捕するのです！" -> "Bunny, the fish pirate group, arrests!"
"【ボニー】" -> "【Bonnie】"
"ここでは、我々は仲間ではないか……" -> "Here, we are not companions ......"
"見逃してはくれんか？" -> "Can not you miss it?"
"【たつこ】" -> "【Tatsuko】"
"海兵には鉄の規律があるのです！" -> "Marine has iron discipline!"
"手配犯を見逃す事はできないのです！" -> "You can not miss a murderer!"
"【ボニー】" -> "【Bonnie】"
"ほれ、めざしをやろう。" -> "Well, let's do aiming."
"【たつこ】" -> "【Tatsuko】"
"我々は仲間なのです！" -> "We are friends!"
"組織を超えた絆で結ばれているのです！" -> "It is bound by a bond that goes beyond the organization!"
"メニュー" -> "menu"
"【パピ】" -> "【Papi】"
"お前は、ちっちゃな海のドラゴンなのだな！" -> "You are a small sea dragon!"
"あたしは、ちっちゃな陸のドラゴンなのだ！" -> "I am a little land dragon!"
"【たつこ】" -> "【Tatsuko】"
"ドラゴン同士、契りを結ぶのです！" -> "Dragons are tying each other!"
"一緒に、海軍で賊と戦いませんか？" -> "Together, will not you fight a pirate in the navy?"
"【パピ】" -> "【Papi】"
"賊って……山賊も、賊に入るのか？" -> "Suffering ...... Do bandits also enter the pirates?"
"【たつこ】" -> "【Tatsuko】"
"もちろんです！" -> "of course!"
"【パピ】" -> "【Papi】"
