"グランゴルド" -> "Grangold"
"扉は固く閉ざされている……" -> "The door is tightly closed ......"
"扉は固く閉ざされている……" -> "The door is tightly closed ......"
"扉は固く閉ざされている……" -> "The door is tightly closed ......"
"扉は固く閉ざされている……" -> "The door is tightly closed ......"
"扉は固く閉ざされている……" -> "The door is tightly closed ......"
"扉は固く閉ざされている……" -> "The door is tightly closed ......"
"扉は固く閉ざされている……" -> "The door is tightly closed ......"
"扉は固く閉ざされている……" -> "The door is tightly closed ......"
"扉は固く閉ざされている……" -> "The door is tightly closed ......"
"扉は固く閉ざされている……" -> "The door is tightly closed ......"
"扉は固く閉ざされている……" -> "The door is tightly closed ......"
"【アリ娘】" -> "【Ali Girl】"
"ココカラ先ハ通サナイ！" -> "Coco-Cola Ha Ha Sunaai!"
"【アリ娘】" -> "【Ali Girl】"
"ココカラ先ハ通サナイ！" -> "Coco-Cola Ha Ha Sunaai!"
"【アリ娘】" -> "【Ali Girl】"
"ココカラ先ハ通サナイ！" -> "Coco-Cola Ha Ha Sunaai!"
"【タランチュラ娘】" -> "【Tarantula girl】"
"……………………" -> "........................"
"【アラクネ】" -> "【Arachne】"
"……" -> "... ...."
"【クモ娘】" -> "【Spider girl】"
"……………………" -> "........................"
"【アラクネ】" -> "【Arachne】"
"……" -> "... ...."
"【タランチュラ娘】" -> "【Tarantula girl】"
"……………………" -> "........................"
"【アラクネ】" -> "【Arachne】"
"……" -> "... ...."
"扉は固く閉ざされている……" -> "The door is tightly closed ......"
"【大蜘蛛】" -> "【Great spider】"
"へへへっ、早く出て来いよ。" -> "Hello, come out early."
"じっくり体液を啜ってやるぜ……" -> "I'll pull your body fluid slowly ......"
"【パン売りの女】" -> "【A woman selling bread】"
"い……いや……" -> "No……"
"【パン売りの女】" -> "【A woman selling bread】"
"避難しようにも、逃げ場なんて……" -> "Evacuate, you can escape ... ..."
"【ルカ】" -> "【Luke】"
"蜘蛛の魔物が、城下町まで侵入してる！" -> "The spiders' demons have invaded the castle town!"
"アリ娘達が踏ん張ってるようだけど、旗色は悪いな……！" -> "Ali girls seem to be stepping on, but the flag color is bad ...!"
"【アンティーヌ・アン】" -> "【Antine Aun】"
"なんという事でしょう……" -> "What is that ... ...."
"ただちに、我が娘達を助けなければ！" -> "Immediately, I have to save my girls!"
"【アリストロメリア】" -> "【Aristo Romelia】"
"この町は、アリ娘が守っているのですね。" -> "Ali girl is defending this town, does not he?"
"それがアラクネと相争うとは……うふふっ。" -> "That it is a dispute with Arakune ... .... Uhu."
"【アリス】" -> "【Alice】"
"アラクネの軍団か、厄介だな。" -> "It is troubling whether Arakune's army."
"優れた身体能力に蟲系の中でも高い魔力、何より並外れた残酷性……" -> "High magical power among the magic system to excellent physical ability, nothing more than extraordinary cruelty ......"
"【アリス】" -> "【Alice】"
"この気配からして、アラクネの女王である蜘蛛之皇女が来ているはず。" -> "From this sign, Spider's Princess who is Queen of Arakune should have come."
"そいつを討ち、軍団の頭を落とすぞ！" -> "Tear him down and drop off his head!"
"【イリアス】" -> "【Iliad】"
"アラクネの軍団、実に厄介ですね。" -> "Arakune's army, it is really awkward."
"優れた身体能力に蟲系の中でも秀でた魔力、そして残酷な性質……" -> "Magical power excelled among magmas to excellent physical ability, and cruel nature ......"
"【イリアス】" -> "【Iliad】"
"気配からして、アラクネの女王である蜘蛛之皇女がいるはず。" -> "From the signs, there must be Spider Princess who is Queen of Arachne."
"かの者を討てば、蜘蛛の軍団など烏合の衆と化すはず！" -> "If you challenge those, you should turn it into a crowded crowd like a spider corps!"
"【ラクネ】" -> "【Raccoon】"
"蜘蛛之皇女様と戦うのかぁ……" -> "Do you fight Spider Princess ... ..."
"あんまり、気が向かないなぁ。" -> "Too much, I do not feel like it."
"【ソニア】" -> "【Sonia】"
"でも敵軍、グランゴルド城に向かってない？" -> "But is not the enemy army heading for the castle of Grangolde?"
"あそこ、前の戦いで中が完全に崩壊してるのに……" -> "Over there, the inside has completely collapsed in the previous battle ......"
"【ルカ】" -> "【Luke】"
"でも敵軍、グランゴルド城に向かってないか？" -> "But is not the enemy army heading for the castle of Grangolde?"
"あそこ、前の戦いで中が完全に崩壊してるのに……" -> "Over there, the inside has completely collapsed in the previous battle ......"
"【アリス】" -> "【Alice】"
"蜘蛛の連中は、城が機能していない事など知らんのだろう。" -> "Spiders' guys probably do not know that the castle is not functioning."
